<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
XOM.US,D,19700514,000000,1.0832,1.0973,1.0832,1.0901,2306592,0
XOM.US,D,19700515,000000,1.0901,1.1327,1.0901,1.1253,3089193,0
XOM.US,D,19700518,000000,1.1253,1.1397,1.1184,1.1397,1816905,0
XOM.US,D,19700519,000000,1.1327,1.1327,1.1114,1.1114,2970204,0
XOM.US,D,19700520,000000,1.1114,1.1184,1.1042,1.1114,1752835,0
XOM.US,D,19700521,000000,1.1042,1.1042,1.0973,1.1042,2361521,0
XOM.US,D,19700522,000000,1.1042,1.1184,1.0973,1.1042,2123533,0
XOM.US,D,19700525,000000,1.1042,1.1042,1.0759,1.0759,2356937,0
XOM.US,D,19700526,000000,1.0759,1.0973,1.0759,1.0832,3038849,0
XOM.US,D,19700527,000000,1.0832,1.1253,1.0832,1.1184,3322600,0
XOM.US,D,19700528,000000,1.1253,1.1604,1.1253,1.1604,5510209,0
XOM.US,D,19700529,000000,1.1604,1.1959,1.1464,1.1959,2878671,0
XOM.US,D,19700601,000000,1.1959,1.1959,1.1676,1.1959,2608651,0
XOM.US,D,19700602,000000,1.1959,1.2028,1.1676,1.1959,3116651,0
XOM.US,D,19700603,000000,1.1959,1.1959,1.1817,1.1959,2599495,0
XOM.US,D,19700604,000000,1.1959,1.1959,1.1676,1.1676,2901551,0
XOM.US,D,19700605,000000,1.1604,1.1604,1.1397,1.1464,2421015,0
XOM.US,D,19700608,000000,1.1464,1.1604,1.1397,1.1464,2768833,0
XOM.US,D,19700609,000000,1.1464,1.1535,1.1464,1.1464,1057192,0
XOM.US,D,19700610,000000,1.1464,1.1464,1.1397,1.1397,2141839,0
XOM.US,D,19700611,000000,1.1397,1.1464,1.1327,1.1397,1757408,0
XOM.US,D,19700612,000000,1.1397,1.1464,1.1327,1.1464,983965,0
XOM.US,D,19700615,000000,1.1464,1.1676,1.1397,1.1464,1446198,0
XOM.US,D,19700616,000000,1.1464,1.1817,1.1464,1.1747,1675028,0
XOM.US,D,19700617,000000,1.1747,1.1887,1.1676,1.1747,1354665,0
XOM.US,D,19700618,000000,1.1747,1.2028,1.1676,1.1887,1423318,0
XOM.US,D,19700619,000000,1.1887,1.2168,1.1887,1.2097,2054885,0
XOM.US,D,19700622,000000,1.2097,1.2097,1.1887,1.2028,1958778,0
XOM.US,D,19700623,000000,1.2028,1.2097,1.1887,1.1887,2576616,0
XOM.US,D,19700624,000000,1.1887,1.1887,1.1747,1.1747,3034276,0
XOM.US,D,19700625,000000,1.1747,1.1887,1.1747,1.1817,1734526,0
XOM.US,D,19700626,000000,1.1817,1.1817,1.1604,1.1604,1537730,0
